DataSet,UserModel(lambda),Distance,ProbSelectUnknown,ProbReturnFirst,OperationCount
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,90
Tree,1.0,1,0.8,0,12
Tree,1.0,1,0.8,0,152
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,261
Tree,1.0,1,0.8,0,118
Tree,1.0,1,0.8,0,329
Tree,1.0,1,0.8,0,32
Tree,1.0,1,0.8,0,9
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,81
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,25
Tree,1.0,1,0.8,0,169
Tree,1.0,1,0.8,0,15
Tree,1.0,1,0.8,0,190
Tree,1.0,1,0.8,0,104
Tree,1.0,1,0.8,0,12
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,153
Tree,1.0,1,0.8,0,65
Tree,1.0,1,0.8,0,57
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,11
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,113
Tree,1.0,1,0.8,0,110
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,12
Tree,1.0,1,0.8,0,15
Tree,1.0,1,0.8,0,186
Tree,1.0,1,0.8,0,43
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,10
Tree,1.0,1,0.8,0,83
Tree,1.0,1,0.8,0,237
Tree,1.0,1,0.8,0,111
Tree,1.0,1,0.8,0,256
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,8
Tree,1.0,1,0.8,0,78
Tree,1.0,1,0.8,0,43
Tree,1.0,1,0.8,0,35
Tree,1.0,1,0.8,0,225
Tree,1.0,1,0.8,0,219
Tree,1.0,1,0.8,0,32
Tree,1.0,1,0.8,0,63
Tree,1.0,1,0.8,0,119
Tree,1.0,1,0.8,0,95
Tree,1.0,1,0.8,0,61
Tree,1.0,1,0.8,0,165
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,257
Tree,1.0,1,0.8,0,116
Tree,1.0,1,0.8,0,206
Tree,1.0,1,0.8,0,110
Tree,1.0,1,0.8,0,90
Tree,1.0,1,0.8,0,307
Tree,1.0,1,0.8,0,50
Tree,1.0,1,0.8,0,251
Tree,1.0,1,0.8,0,386
Tree,1.0,1,0.8,0,6
Tree,1.0,1,0.8,0,84
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,311
Tree,1.0,1,0.8,0,181
Tree,1.0,1,0.8,0,69
Tree,1.0,1,0.8,0,54
Tree,1.0,1,0.8,0,257
Tree,1.0,1,0.8,0,58
Tree,1.0,1,0.8,0,282
Tree,1.0,1,0.8,0,144
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,113
Tree,1.0,1,0.8,0,33
Tree,1.0,1,0.8,0,181
Tree,1.0,1,0.8,0,11
Tree,1.0,1,0.8,0,67
Tree,1.0,1,0.8,0,70
Tree,1.0,1,0.8,0,49
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,47
Tree,1.0,1,0.8,0,159
Tree,1.0,1,0.8,0,123
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,284
Tree,1.0,1,0.8,0,153
Tree,1.0,1,0.8,0,63
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,98
Tree,1.0,1,0.8,0,23
Tree,1.0,1,0.8,0,86
Tree,1.0,1,0.8,0,198
Tree,1.0,1,0.8,0,135
Tree,1.0,1,0.8,0,208
Tree,1.0,1,0.8,0,101
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,193
Tree,1.0,1,0.8,0,29
Tree,1.0,1,0.8,0,177
Tree,1.0,1,0.8,0,63
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,117
Tree,1.0,1,0.8,0,48
Tree,1.0,1,0.8,0,68
Tree,1.0,1,0.8,0,357
Tree,1.0,1,0.8,0,136
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,9
Tree,1.0,1,0.8,0,26
Tree,1.0,1,0.8,0,78
Tree,1.0,1,0.8,0,260
Tree,1.0,1,0.8,0,131
Tree,1.0,1,0.8,0,61
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,35
Tree,1.0,1,0.8,0,13
Tree,1.0,1,0.8,0,163
Tree,1.0,1,0.8,0,42
Tree,1.0,1,0.8,0,25
Tree,1.0,1,0.8,0,48
Tree,1.0,1,0.8,0,15
Tree,1.0,1,0.8,0,51
Tree,1.0,1,0.8,0,224
Tree,1.0,1,0.8,0,298
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,161
Tree,1.0,1,0.8,0,229
Tree,1.0,1,0.8,0,117
Tree,1.0,1,0.8,0,110
Tree,1.0,1,0.8,0,15
Tree,1.0,1,0.8,0,196
Tree,1.0,1,0.8,0,185
Tree,1.0,1,0.8,0,170
Tree,1.0,1,0.8,0,39
Tree,1.0,1,0.8,0,52
Tree,1.0,1,0.8,0,18
Tree,1.0,1,0.8,0,116
Tree,1.0,1,0.8,0,88
Tree,1.0,1,0.8,0,45
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,120
Tree,1.0,1,0.8,0,10
Tree,1.0,1,0.8,0,121
Tree,1.0,1,0.8,0,91
Tree,1.0,1,0.8,0,21
Tree,1.0,1,0.8,0,9
Tree,1.0,1,0.8,0,30
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,176
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,251
Tree,1.0,1,0.8,0,12
Tree,1.0,1,0.8,0,34
Tree,1.0,1,0.8,0,164
Tree,1.0,1,0.8,0,200
Tree,1.0,1,0.8,0,243
Tree,1.0,1,0.8,0,142
Tree,1.0,1,0.8,0,108
Tree,1.0,1,0.8,0,84
Tree,1.0,1,0.8,0,189
Tree,1.0,1,0.8,0,165
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,166
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,12
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,173
Tree,1.0,1,0.8,0,19
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,431
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,73
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,158
Tree,1.0,1,0.8,0,136
Tree,1.0,1,0.8,0,166
Tree,1.0,1,0.8,0,170
Tree,1.0,1,0.8,0,171
Tree,1.0,1,0.8,0,105
Tree,1.0,1,0.8,0,16
Tree,1.0,1,0.8,0,15
Tree,1.0,1,0.8,0,245
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,22
Tree,1.0,1,0.8,0,36
Tree,1.0,1,0.8,0,125
Tree,1.0,1,0.8,0,362
Tree,1.0,1,0.8,0,81
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,242
Tree,1.0,1,0.8,0,57
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,171
Tree,1.0,1,0.8,0,198
Tree,1.0,1,0.8,0,81
Tree,1.0,1,0.8,0,135
Tree,1.0,1,0.8,0,82
Tree,1.0,1,0.8,0,10
Tree,1.0,1,0.8,0,170
Tree,1.0,1,0.8,0,109
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,139
Tree,1.0,1,0.8,0,38
Tree,1.0,1,0.8,0,178
Tree,1.0,1,0.8,0,60
Tree,1.0,1,0.8,0,69
Tree,1.0,1,0.8,0,237
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,132
Tree,1.0,1,0.8,0,207
Tree,1.0,1,0.8,0,174
Tree,1.0,1,0.8,0,283
Tree,1.0,1,0.8,0,51
Tree,1.0,1,0.8,0,156
Tree,1.0,1,0.8,0,409
Tree,1.0,1,0.8,0,184
Tree,1.0,1,0.8,0,582
Tree,1.0,1,0.8,0,41
Tree,1.0,1,0.8,0,258
Tree,1.0,1,0.8,0,107
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,136
Tree,1.0,1,0.8,0,9
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,306
Tree,1.0,1,0.8,0,160
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,28
Tree,1.0,1,0.8,0,136
Tree,1.0,1,0.8,0,174
Tree,1.0,1,0.8,0,105
Tree,1.0,1,0.8,0,21
Tree,1.0,1,0.8,0,9
Tree,1.0,1,0.8,0,29
Tree,1.0,1,0.8,0,86
Tree,1.0,1,0.8,0,170
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,164
Tree,1.0,1,0.8,0,20
Tree,1.0,1,0.8,0,73
Tree,1.0,1,0.8,0,23
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,209
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,129
Tree,1.0,1,0.8,0,198
Tree,1.0,1,0.8,0,180
Tree,1.0,1,0.8,0,177
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,169
Tree,1.0,1,0.8,0,137
Tree,1.0,1,0.8,0,96
Tree,1.0,1,0.8,0,169
Tree,1.0,1,0.8,0,217
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,65
Tree,1.0,1,0.8,0,162
Tree,1.0,1,0.8,0,24
Tree,1.0,1,0.8,0,97
Tree,1.0,1,0.8,0,155
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,192
Tree,1.0,1,0.8,0,81
Tree,1.0,1,0.8,0,202
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,177
Tree,1.0,1,0.8,0,120
Tree,1.0,1,0.8,0,25
Tree,1.0,1,0.8,0,19
Tree,1.0,1,0.8,0,77
Tree,1.0,1,0.8,0,61
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,200
Tree,1.0,1,0.8,0,22
Tree,1.0,1,0.8,0,60
Tree,1.0,1,0.8,0,74
Tree,1.0,1,0.8,0,171
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,135
Tree,1.0,1,0.8,0,93
Tree,1.0,1,0.8,0,233
Tree,1.0,1,0.8,0,109
Tree,1.0,1,0.8,0,8
Tree,1.0,1,0.8,0,320
Tree,1.0,1,0.8,0,75
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,61
Tree,1.0,1,0.8,0,270
Tree,1.0,1,0.8,0,54
Tree,1.0,1,0.8,0,212
Tree,1.0,1,0.8,0,399
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,30
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,45
Tree,1.0,1,0.8,0,245
Tree,1.0,1,0.8,0,278
Tree,1.0,1,0.8,0,87
Tree,1.0,1,0.8,0,29
Tree,1.0,1,0.8,0,181
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,16
Tree,1.0,1,0.8,0,56
Tree,1.0,1,0.8,0,210
Tree,1.0,1,0.8,0,6
Tree,1.0,1,0.8,0,93
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,298
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,30
Tree,1.0,1,0.8,0,71
Tree,1.0,1,0.8,0,153
Tree,1.0,1,0.8,0,162
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,25
Tree,1.0,1,0.8,0,29
Tree,1.0,1,0.8,0,101
Tree,1.0,1,0.8,0,226
Tree,1.0,1,0.8,0,9
Tree,1.0,1,0.8,0,18
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,252
Tree,1.0,1,0.8,0,257
Tree,1.0,1,0.8,0,255
Tree,1.0,1,0.8,0,36
Tree,1.0,1,0.8,0,175
Tree,1.0,1,0.8,0,225
Tree,1.0,1,0.8,0,55
Tree,1.0,1,0.8,0,126
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,50
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,194
Tree,1.0,1,0.8,0,421
Tree,1.0,1,0.8,0,114
Tree,1.0,1,0.8,0,69
Tree,1.0,1,0.8,0,6
Tree,1.0,1,0.8,0,52
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,141
Tree,1.0,1,0.8,0,200
Tree,1.0,1,0.8,0,114
Tree,1.0,1,0.8,0,55
Tree,1.0,1,0.8,0,6
Tree,1.0,1,0.8,0,100
Tree,1.0,1,0.8,0,108
Tree,1.0,1,0.8,0,30
Tree,1.0,1,0.8,0,283
Tree,1.0,1,0.8,0,93
Tree,1.0,1,0.8,0,97
Tree,1.0,1,0.8,0,166
Tree,1.0,1,0.8,0,97
Tree,1.0,1,0.8,0,40
Tree,1.0,1,0.8,0,95
Tree,1.0,1,0.8,0,87
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,238
Tree,1.0,1,0.8,0,20
Tree,1.0,1,0.8,0,96
Tree,1.0,1,0.8,0,171
Tree,1.0,1,0.8,0,90
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,8
Tree,1.0,1,0.8,0,161
Tree,1.0,1,0.8,0,13
Tree,1.0,1,0.8,0,294
Tree,1.0,1,0.8,0,21
Tree,1.0,1,0.8,0,23
Tree,1.0,1,0.8,0,12
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,23
Tree,1.0,1,0.8,0,68
Tree,1.0,1,0.8,0,190
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,113
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,207
Tree,1.0,1,0.8,0,31
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,94
Tree,1.0,1,0.8,0,361
Tree,1.0,1,0.8,0,251
Tree,1.0,1,0.8,0,27
Tree,1.0,1,0.8,0,185
Tree,1.0,1,0.8,0,235
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,192
Tree,1.0,1,0.8,0,80
Tree,1.0,1,0.8,0,245
Tree,1.0,1,0.8,0,42
Tree,1.0,1,0.8,0,77
Tree,1.0,1,0.8,0,198
Tree,1.0,1,0.8,0,25
Tree,1.0,1,0.8,0,184
Tree,1.0,1,0.8,0,192
Tree,1.0,1,0.8,0,100
Tree,1.0,1,0.8,0,196
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,62
Tree,1.0,1,0.8,0,342
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,16
Tree,1.0,1,0.8,0,18
Tree,1.0,1,0.8,0,40
Tree,1.0,1,0.8,0,171
Tree,1.0,1,0.8,0,82
Tree,1.0,1,0.8,0,105
Tree,1.0,1,0.8,0,106
Tree,1.0,1,0.8,0,168
Tree,1.0,1,0.8,0,62
Tree,1.0,1,0.8,0,362
Tree,1.0,1,0.8,0,64
Tree,1.0,1,0.8,0,17
Tree,1.0,1,0.8,0,10
Tree,1.0,1,0.8,0,66
Tree,1.0,1,0.8,0,104
Tree,1.0,1,0.8,0,74
Tree,1.0,1,0.8,0,16
Tree,1.0,1,0.8,0,40
Tree,1.0,1,0.8,0,65
Tree,1.0,1,0.8,0,258
Tree,1.0,1,0.8,0,215
Tree,1.0,1,0.8,0,188
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,406
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,241
Tree,1.0,1,0.8,0,147
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,166
Tree,1.0,1,0.8,0,39
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,328
Tree,1.0,1,0.8,0,151
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,47
Tree,1.0,1,0.8,0,229
Tree,1.0,1,0.8,0,85
Tree,1.0,1,0.8,0,149
Tree,1.0,1,0.8,0,117
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,25
Tree,1.0,1,0.8,0,307
Tree,1.0,1,0.8,0,82
Tree,1.0,1,0.8,0,97
Tree,1.0,1,0.8,0,15
Tree,1.0,1,0.8,0,118
Tree,1.0,1,0.8,0,70
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,32
Tree,1.0,1,0.8,0,3
Tree,1.0,1,0.8,0,182
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,128
Tree,1.0,1,0.8,0,281
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,180
Tree,1.0,1,0.8,0,111
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,157
Tree,1.0,1,0.8,0,160
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,270
Tree,1.0,1,0.8,0,36
Tree,1.0,1,0.8,0,333
Tree,1.0,1,0.8,0,113
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,106
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,178
Tree,1.0,1,0.8,0,218
Tree,1.0,1,0.8,0,29
Tree,1.0,1,0.8,0,15
Tree,1.0,1,0.8,0,51
Tree,1.0,1,0.8,0,313
Tree,1.0,1,0.8,0,267
Tree,1.0,1,0.8,0,62
Tree,1.0,1,0.8,0,119
Tree,1.0,1,0.8,0,169
Tree,1.0,1,0.8,0,213
Tree,1.0,1,0.8,0,220
Tree,1.0,1,0.8,0,77
Tree,1.0,1,0.8,0,54
Tree,1.0,1,0.8,0,194
Tree,1.0,1,0.8,0,10
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,111
Tree,1.0,1,0.8,0,79
Tree,1.0,1,0.8,0,115
Tree,1.0,1,0.8,0,14
Tree,1.0,1,0.8,0,103
Tree,1.0,1,0.8,0,259
Tree,1.0,1,0.8,0,266
Tree,1.0,1,0.8,0,17
Tree,1.0,1,0.8,0,193
Tree,1.0,1,0.8,0,207
Tree,1.0,1,0.8,0,276
Tree,1.0,1,0.8,0,281
Tree,1.0,1,0.8,0,29
Tree,1.0,1,0.8,0,203
Tree,1.0,1,0.8,0,282
Tree,1.0,1,0.8,0,103
Tree,1.0,1,0.8,0,94
Tree,1.0,1,0.8,0,39
Tree,1.0,1,0.8,0,72
Tree,1.0,1,0.8,0,127
Tree,1.0,1,0.8,0,34
Tree,1.0,1,0.8,0,197
Tree,1.0,1,0.8,0,146
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,195
Tree,1.0,1,0.8,0,35
Tree,1.0,1,0.8,0,150
Tree,1.0,1,0.8,0,137
Tree,1.0,1,0.8,0,31
Tree,1.0,1,0.8,0,85
Tree,1.0,1,0.8,0,141
Tree,1.0,1,0.8,0,11
Tree,1.0,1,0.8,0,104
Tree,1.0,1,0.8,0,33
Tree,1.0,1,0.8,0,8
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,156
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,133
Tree,1.0,1,0.8,0,42
Tree,1.0,1,0.8,0,97
Tree,1.0,1,0.8,0,8
Tree,1.0,1,0.8,0,31
Tree,1.0,1,0.8,0,9
Tree,1.0,1,0.8,0,101
Tree,1.0,1,0.8,0,4
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,131
Tree,1.0,1,0.8,0,36
Tree,1.0,1,0.8,0,124
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,214
Tree,1.0,1,0.8,0,176
Tree,1.0,1,0.8,0,36
Tree,1.0,1,0.8,0,8
Tree,1.0,1,0.8,0,66
Tree,1.0,1,0.8,0,189
Tree,1.0,1,0.8,0,2
Tree,1.0,1,0.8,0,123
Tree,1.0,1,0.8,0,115
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,90
Tree,1.0,1,0.8,0,6
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,24
Tree,1.0,1,0.8,0,308
Tree,1.0,1,0.8,0,12
Tree,1.0,1,0.8,0,42
Tree,1.0,1,0.8,0,57
Tree,1.0,1,0.8,0,265
Tree,1.0,1,0.8,0,60
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,5
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,28
Tree,1.0,1,0.8,0,1
Tree,1.0,1,0.8,0,7
Tree,1.0,1,0.8,0,165
